id,prec_2007,prec_2008,prec_2009,prec_2010,prec_2011,prec_2012,prec_2013,prec_2014,prec_2015,prec_2016,prec_2017,prec_2018
5861,213.93636639912927,287.1995608011883,183.9193483988444,232.3089494705201,265.69680786132807,178.0828361511233,184.4503904978434,175.00832875569674,135.9399325052897,158.98158899943036,180.2958971659342,199.25258286794028
5873,524.6759910583495,697.2692845662436,446.3069864908853,519.3958059946696,616.5104827880856,442.1274439493816,458.17738087972003,428.64610926310223,327.7841351826985,383.91175333658856,465.2205200195311,472.49255371093733
5885,255.7140909830728,322.4606698354086,246.52364730834958,307.206326007843,352.4085235595703,243.99704933166493,234.56566301981607,211.49650955200192,179.33669217427575,193.4109458923341,218.3902085622153,248.85857582092294
5887,225.48171329498288,286.4739955266317,198.94601821899414,247.28095595041904,290.7622845967611,197.60445944468177,194.1347974141439,174.52802721659342,145.377173423767,161.42935911814368,189.25713539123532,207.35407288869214
5890,252.2827005386354,328.6961352030435,238.4916451772054,293.35735416412365,335.9702390034993,233.20984458923337,230.07265917460143,206.86693954467765,172.7852907180786,190.16766166687015,214.9350516001384,243.72806803385404
5893,245.47729603449503,312.94314924875897,237.2218208312988,315.97118886311864,348.31131935119623,243.86977418263757,224.48024940490723,200.48180421193447,174.68920962015795,187.29967435201,208.7259610493978,243.75258191426596
5895,334.8059342702229,382.6692164738975,284.1466395060222,392.75494861602783,430.1405137379965,299.53915341695136,278.4987166722617,247.25862630208346,210.86035251617432,237.03277715047193,274.6598110198974,295.82606252034515
8001,106.64351892471312,81.86830680569015,52.07422896226251,123.74118056893336,131.53233603636426,68.02184597651164,57.128093729416555,50.55985108514624,37.152765582005145,66.06776640315854,66.28180321554338,58.75017142295843
8078,144.15768950184193,101.556491047144,64.87380311886463,146.77526093522718,162.99008509516707,87.60903139909108,74.70644002159435,60.83443690339728,44.068037768205066,82.66684858997655,84.7376689712206,78.18432361880942
8137,167.97587855656937,118.57341736555092,78.2429304917653,167.7044238646827,184.44247710704806,105.29998024304707,88.48452325661974,68.77190650502843,47.836327721675275,92.65388262271883,100.25659843782591,91.1764577825864
8141,156.97978534301134,111.16157122453046,72.10871469974524,158.56317600607883,173.20297497510902,99.4663349191349,85.35609283049904,67.35759327809014,43.58554183443389,89.59973872701327,93.19963349898656,85.3562166591485
8296,138.50630135337516,97.85622295737268,61.922144611676515,141.5373120407264,157.27180088559797,84.88223154842858,73.25392565131186,59.415332054098485,42.7040470739206,80.15626638631021,81.87417511641983,76.03607837359111
8372,142.1154210368791,100.5921746591727,61.59720188379282,145.5455298523108,160.42520483334863,85.4052944580713,77.82301901777592,61.23232156038285,43.19746454556786,80.30203890800475,81.33798365791642,75.94830101231734
8421,163.14226144552234,114.09549225370084,71.4935686389605,164.97814181447026,183.49824844797453,98.29805989066757,86.14907977978395,67.87248465418811,49.2143597503503,91.15256134668986,94.06089696288115,86.31548435489334
8433,140.01904805004602,102.38597913583123,62.7296926379204,145.7061577190955,159.88528896868232,86.6405431131522,77.35588103532795,63.00151269137863,42.60051812231534,82.50103811919682,81.4542660862207,77.20183766881627
8436,168.5550706287226,118.75452262163166,76.39304403464008,166.7158206800621,184.2117935617765,104.1332036058108,89.3745833337308,69.48049430052447,48.0874768892924,93.15817028284073,97.86762661238504,90.89084306359301
8520,143.62315531571713,107.40749096870411,66.83773724238075,150.59938974181807,164.94288038214054,89.95687139034266,77.88548570871355,62.68054972092316,44.66808455189068,82.54815003275876,85.66555171211563,79.03841576973592
8549,158.52595229446877,110.33403182526432,68.55246766408283,160.06057774523896,179.92696942389003,94.77024419109024,84.80114896098767,67.57840412855147,48.17288954555992,91.80455270409584,90.42378436525655,84.70315522948893
8558,143.87989893555638,104.2155130604903,64.99800403912863,147.2598515252271,162.79043840368584,88.58448755741118,77.65189799666409,62.25278663635257,42.76743410030996,82.76187135775892,84.6523743867874,78.34410493572554
8560,150.38518676161763,107.26203620433806,69.80562949180609,158.06695103645333,170.40422871708867,95.40431199471162,81.7367156843345,66.11969778935116,44.19837235411001,87.3631963680188,90.03748227159183,82.71757332483928
